,true_log,pred_log,true_orig,pred_orig,Latitude,Longitude,abs_error_log,rmse_error_log,abs_error_orig,rmse_error_orig
0,12.055255569732177,0.8636681,171999.99999999988,1.3718449,30.221299999999996,-85.6654,11.191587485587585,125.25163044756063,171998.62815511215,29583528087.24054
1,10.085850775128717,0.81764364,23999.99999999999,1.265156,29.58175,-83.1743,9.26820713270318,85.89966345469011,23998.734843969334,575939274.1111479
2,11.002116507732017,0.6397427,60000.000000000015,0.89599293,29.892200000000003,-84.8276,10.362373835288627,107.37879150227434,59999.10400706531,3599892481.6506405
3,10.491301994830229,0.44662774,35999.99999999998,0.5630323,29.9261,-85.21279999999999,10.044674258738615,100.89548096416614,35999.436967670896,1295959461.9893098
4,10.085850775128717,0.62447244,23999.99999999999,0.8672606,30.30275,-83.9543,9.461378335839624,89.51768001389539,23999.132739424695,575958372.2445263
5,12.498745990829315,1.0958354,267999.99999999977,1.991681,30.4581,-84.2779,11.402910543517914,130.02636886347202,267998.00831902004,71822932462.96153
6,8.987321812850125,0.6792327,8000.0000000000055,0.97236377,30.2414,-84.8829,8.308089096289761,69.02434443188882,7999.027636229997,63984443.12517126
7,9.90353755128617,0.7004593,20000.000000000015,1.0146779,30.444200000000002,-83.47,9.20307824981446,84.69664927220799,19998.98532211782,399959413.914284
8,10.373522431293592,0.914183,31999.999999999993,1.4947363,30.01065,-83.6235,9.459339410701856,89.47910208685734,31998.505263686173,1023904339.1101518
9,11.002116507732017,0.87592435,60000.000000000015,1.4010937,30.149250000000002,-84.37415,10.12619215890084,102.53976763898487,59998.598906278625,3599831870.7164984
10,16.951004817371683,0.44255966,22999999.999999974,0.5566867,30.8884,-81.5544,16.508445157890634,272.5287615310827,22999999.443313275,528999974392410.94
11,11.156264806643742,0.57709295,70000.00000000001,0.78085387,30.195599999999995,-82.9915,10.579171861068028,111.91887726601357,69999.21914613248,4899890681.06828
12,16.095850144260485,0.78843796,9780000.000000013,1.1999574,29.58175,-83.1743,15.307412181728441,234.31686770132828,9779998.800042642,95648376528835.52
13,14.850828351373643,0.7767499,2815999.999999999,1.1743938,29.8382,-84.7899,14.07407844244954,198.07968400422288,2815998.825606226,7929849385815.644
14,14.531397714252142,0.72906226,2045999.9999999986,1.0731356,30.457800000000002,-83.8865,13.802335455054907,190.50446401386574,2045998.9268643842,4186111608730.212
15,21.421400559514908,1.4478254,2009999999.999999,3.253854,30.4581,-84.2779,19.973575127691177,398.9437033815236,2009999996.746145,4.040099986919503e+18
16,12.310437165348775,0.96788365,221999.99999999983,1.6323675,30.2414,-84.8829,11.342553518860585,128.65352032821664,221998.3676325081,49283275231.49822
17,15.100602690200137,0.37906197,3615000.0000000023,0.46091357,30.444200000000002,-83.47,14.721540723065662,216.72376126088065,3614999.5390864336,13068221667595.127
18,18.603002309079653,0.47803998,119999999.9999999,0.61291,30.6095,-81.8085,18.12496232914496,328.5142594329239,119999999.38708992,1.4399999852901582e+16
19,15.10308922208316,0.53853536,3624000.0000000033,0.7134954,30.01065,-83.6235,14.564553865561553,212.12622930284397,3623999.2865046295,13133370828586.064
20,15.38412668421143,0.72737104,4799999.999999999,1.0696324,30.149250000000002,-84.37415,14.656755647205053,214.8204861018772,4799998.930367588,23039989731529.99
21,13.017005083966255,0.30721083,449999.99999999994,0.3596276,31.2761,-83.2297,12.709794251132012,161.53886990610835,449999.64037239546,202499676335.28525
